Fir1,Cir1,Fir2,Cir2,Fir3,Cir3,Total_Cost1,Total_Cost2,Total_Cost3,total_cost
47.58500101408589,11296.118000188804,74.69787990719999,16136.946546636074,270.81484939499796,9995.277528125407,235313.66796923708,850355.7929258973,480363.7214281522,1566033.1823232865
35.69555631200623,10299.07430921967,98.75711936733843,1984.8801832748513,158.5020648248753,9176.584115071808,184986.54623993486,91484.01496113255,338770.53105446626,615241.0922555337
41.78968939922066,18937.12745404565,140.6437453344411,6828.755390920683,254.57455382069708,11171.607593171479,693680.2594889746,273017.80244098796,500121.54637379444,1466819.608303757
11.404616423235531,1749.109416001612,63.92453711175952,7706.211565594775,179.0153014434724,13071.1435874581,18786.04718895308,193706.62167629148,459885.2323696596,672377.9012349042
9.986820982818257,18579.71803089765,91.10956026007065,7346.949347706615,188.97422069104493,5023.17137899597,292935.3567526733,227140.26466757437,181841.9570215818,701917.5784418294
26.713065149979656,11790.95938049996,139.98333456872723,8686.020325903524,284.3534916399925,7119.2831687188645,173692.50143280652,334886.65817482455,400350.602338549,908929.76194618
22.165305913463673,18394.277654172794,52.18233967754895,2298.7108058892136,194.59308064219897,11635.148565339825,454359.6194457334,73908.24156821432,443682.58141136914,971950.4424253169
7.83519917195005,6649.631140078464,106.0168183461842,9222.57071238599,186.0797377770223,9272.530144595277,55612.669624208036,301483.80146528146,372352.5660395697,729449.0371290592
39.473622108257665,10010.070116491812,76.01577909620511,8104.499893243458,273.6525670874024,11024.171492171148,191938.70852016116,223101.65932928282,515733.151503708,930773.519353152
30.76969774317048,1703.1450595943597,69.809763275974,4780.850640229299,250.69062378436988,6752.727437167377,32581.33875208623,181114.1638547536,285492.9331950292,499188.435801869
9.355682060677285,12329.127691159008,106.53302545716099,8948.343417943322,190.59659129726487,11116.94724979405,600130.6028719418,294398.46089030534,425198.62214490457,1319727.6859071516
47.49539132541333,3290.7708297682975,147.2005329631537,2926.0850535100235,298.8872693231645,12411.080742755585,81159.24479952542,169132.01200013654,587536.12511784,837827.381917502
48.315969620653405,2462.110830954974,110.85272726964666,6279.202745704533,173.4302261895899,4158.851276644313,61335.181792965755,222298.98594076748,143633.00189295632,427267.1696266896
15.926074689495163,7457.624311593257,61.409578488793336,9208.359624295614,296.5919898849671,12726.690315222368,90880.64174453114,221133.9269143627,595501.7344831234,907516.3031420172
2.6850375346457014,7056.297555709329,102.33909113743664,3152.7665898218197,220.15218187273155,4648.444013590546,31321.484479777282,148274.06494817164,182987.34033564915,362582.8897635981
16.273842728381137,5426.230020319042,56.766836190000156,9031.844100984712,199.54270012531265,10305.931491776575,71627.03828047353,207980.97581214318,414427.1747791008,694035.1888717175
26.48333303771273,1463.6148495742223,120.78350972297687,7583.959191101646,234.6347725026804,11044.475475796236,25651.605202481038,273824.54832814453,474489.52177316876,773965.6753037943
