Fir1,Cir1,Fir2,Cir2,Fir3,Cir3,Cost1,Cost2,Cost3,totalcost
70.53486666332086,29895.39220784562,6.8865766000419715,3781.173764160187,192.44022954539946,29014.68166573712,37474.668990847844,4072.8669859017737,174347.2773216505,215894.8132984001
82.01824369664139,18732.971731294914,112.92022459341536,25770.52378286507,14.049077636014262,17750.476561817355,24793.17520034861,49204.47284634231,39252.50119032635,113250.14923701726
53.53594209466872,27798.849306507196,43.02183736106044,19225.387028046578,47.616444079372265,8527.642274298543,35787.55076475252,18004.844624387668,20056.30571700678,73848.70110614697
32.25371406212132,3703.522229963545,100.06513348996396,22022.909907673085,171.4953787721396,11793.736320233822,2659.9989944779836,26250.708411291766,58482.87527590084,87393.5826816706
88.71341751128124,14961.404552263935,50.632343936686894,12633.28861303634,74.43899689890179,3008.2420452476867,22755.5584105575,11166.884385849118,9379.690996909074,43302.13379331569
177.95452811417363,18000.681592081884,77.47687221306325,4995.944989803378,98.61934381515131,18289.12098346949,28285.896957710393,12424.639271101565,60956.59685711261,101667.13308592456
148.95887745230775,339.4377367176427,80.88494247857373,25831.945313362066,179.3868466143681,8830.68512977571,2473.1773924476715,49225.761089357926,37039.12967404194,88738.06815584755
125.89595886446486,2571.869173763969,41.331175030967614,7050.362357308385,25.062022503893,2824.9813946315194,4793.89393955309,9987.614206139033,7318.183719724377,22099.6918654165
145.06268554639718,2850.6893114189434,134.4129201292249,8646.698672354954,157.63090849307886,22662.5129936434,6378.0270979989455,23041.84530786855,162687.43471897813,192107.30712484563
40.364877103890564,16215.12832016163,130.22506103820922,12296.819315581204,94.37274655950476,28095.191286444966,13700.683302105543,28249.123094982147,134117.27655460575,176067.08295169345
189.05963554209987,7946.864095293692,20.809641658767507,29148.007915581817,172.70552369526257,11751.982919438986,14832.744035035763,31379.617756153966,58387.16482144031,104599.52661263004
117.33905356224051,1220.993164358246,159.9894956081387,4972.3850745235795,183.9863978119264,18190.08891986965,2978.0134958101003,16412.10428390409,77643.22985091091,97033.3476306251
99.96135439200376,131.17833485294716,135.5979729687138,11045.308504861483,70.88333259681265,25985.26790124373,2058.4215642168833,27021.904435599998,127069.56797314328,156149.89397296016
105.52745376313095,23469.77112533062,3.2286495255174907,15760.683030841426,128.90505566449917,14766.227959397827,43216.838103727365,13622.14792165159,56144.687544874745,112983.6735702537
93.05170820684579,13908.894736056662,53.7271414635218,11314.932962585166,1.6908318519130106,23410.696257281637,20194.582831638356,12393.30266869249,82699.86066753522,115287.74616786606
120.11990506006511,15698.405813632957,123.87006986963075,19363.99667488865,147.38726805481025,18614.0032656231,41063.38014815839,37050.17502424006,77864.89848030807,155978.45365270652
84.00086727434709,16289.163216228297,133.70007414861786,3810.8741672690285,154.95583451490572,12102.591577359382,25607.583004777523,10820.037272780395,58731.85646115709,95159.476738715
128.46477780632537,1789.9871113260112,169.25931810917336,21640.481697009476,17.724054087187024,2570.0133002696025,3569.2322123265913,46553.94918740384,6492.167636115233,56615.34903584567
71.01271589852733,7806.358562957358,59.914624201155874,12916.112608069227,58.537254344293885,14281.156485186402,8190.325824207664,13216.756854323532,36959.7715923142,58366.8542708454
42.407045841052884,22844.0753298317,69.46184850212502,21174.20490704246,73.06455311412488,3774.2544922265397,13640.879683701416,32883.13978946508,11661.73823089238,58185.75770405888
94.19917024310018,21702.45899738067,173.3407862966269,11483.101793112144,105.97711041760259,18678.339595938956,26714.014952500078,30706.356481963492,62590.05908122255,120010.43051568611
110.14854251920305,7925.012425739361,174.29640062037112,20105.576595864433,23.702178136040608,26679.249607075722,14341.416095718501,47840.52951014568,89063.1510930281,151245.09669889227
107.30071120961546,16165.459840867336,102.49522617366485,25611.52428638417,36.68660001774047,615.6006431379857,41886.92309453878,48973.50236707284,3658.2094775886844,94518.6349392003
49.739875651206944,14381.457455171601,182.69018968154754,22627.40847839265,159.41529209478793,6269.304816019688,11008.929996106852,77899.54165121492,25218.614707963236,114127.086355285
32.48661229060641,16898.139922205464,41.723908941105094,3331.186854624543,70.60045845657123,27390.449085433665,14556.612524361604,5505.599571795684,128065.63679817898,148127.84889433626
142.12588980958992,17740.214433202633,133.03726597001256,16278.904469168194,59.2622762541213,4811.049261550662,49041.24271562512,37870.34973652683,10786.068665080571,97697.66111723252
121.31020148747123,13808.772648024169,117.51214109229709,2165.6275155032713,169.903286322772,11075.095339320082,34179.42591231462,3889.2679029631895,54534.435006234045,92603.12882151185
198.17712949437947,23490.994154421027,84.24780637676268,7307.156090303264,44.27845097847645,12448.404951494469,49534.0788666165,15027.845740362836,34171.39476217751,98733.31936915684
180.76717321058786,5593.858517564626,92.49768855190321,10745.315182225977,86.75302754580873,5686.487324357834,11514.86744360002,16872.2905150685,17643.339995191738,46030.49795386026
45.69389267348936,12323.87325958416,33.94759980793649,1362.8296428804654,54.97820313983326,16444.474342097503,8332.297325927619,2022.765883714593,39061.64579773625,49416.709007378464
129.42699318294459,28620.65175807005,64.56694617991371,25652.87132313757,80.25796871044055,26389.938359542055,65501.723192302416,52827.23442609367,129581.90227180922,247910.85989020532
121.99231920732952,21963.25600049158,51.07796243003395,14079.774178969916,10.369524321894641,9604.837284176727,44395.165701132326,13946.404691729642,20595.261206725303,78936.83159958727
79.71818428548481,19385.239749099706,64.13369139087892,16605.106811523674,133.5701392040389,27534.07160310305,25369.86538014636,64721.93443532809,139725.38927596202,229817.18909143648
188.4973197503773,20045.42511486006,59.339680831135034,10057.169281564267,106.90045152147125,17535.05410219996,46879.07567053926,20227.975640751087,60029.014385249364,127136.06569653972
177.00755190650275,25984.9089802185,27.236039353373087,15086.864014227971,193.0407404597206,8829.370019009199,67728.3447423852,13868.733373252317,37510.2592835493,119107.33739918681
189.24095068307975,1667.101055318516,46.264403826212956,19841.471619969336,71.95699671480267,21085.206920934983,3440.5404208920245,18724.97185346084,118592.68640916249,140758.19868351537
194.32332688364465,15964.853120202595,56.90581314028624,20394.744876597753,177.6694884677637,15992.58239021098,46206.434316381165,25297.21407343531,71592.61558944898,143096.26397926547
139.54474213987808,1486.0707241199566,121.47968356082006,1671.2864681705576,131.21261641314902,21914.206959664236,3934.640198183648,4076.970171258922,132630.7837271914,140642.39409663397
191.09604014684308,2931.3164449625538,99.93344659790951,5797.665670439867,134.77026950769604,20334.498169428254,6088.187107331026,11097.587776926972,126320.55025598423,143506.32514024223
41.797960309726804,22194.95595189853,35.07462874720881,18849.97637761779,58.65613575470414,18503.253629232284,13896.495688399613,16840.721522593733,42697.15150989755,73434.3687208909
15.994745369590113,11682.418545901579,87.70393026980841,25984.71122242436,61.56925254530103,19853.649797516446,6199.404391673127,49370.578650995274,44652.029534852525,100222.01257752092
78.4418983788188,889.4071813038862,59.05543477784849,13418.764503997798,43.11687078568094,25249.552438078066,2281.614083876757,15190.945358996329,90951.1760205988,108423.73546347188
139.41680434518707,7925.4858639680815,8.175134789526183,19889.98784227914,101.4180903223632,19977.92015936421,14880.517714498936,15143.761024260419,64714.6975726808,94738.97631144016
198.46667319982424,28337.608964423514,58.383819344345866,8669.032981408116,146.22361459017284,9661.433180573196,71676.30064201415,20474.0019257188,39692.4120623194,131842.71463005233
134.9050625762821,6596.492269004139,110.64686545464933,7129.230602275962,110.41736605545971,21338.499086132833,12554.379346829412,12836.821127386265,128033.10438176699,153424.30485598266
50.267346004931746,11619.963362917139,24.504583021946203,23999.190237170194,172.07072682188945,10229.94012127469,10640.533032961412,28689.960460784947,47606.38423047057,86936.87772421693
121.30072782553505,17614.362013609687,90.3396154988886,12724.985003439258,174.34301040723963,22309.16952727896,46479.60294091425,18192.726339478857,163367.0748518636,228039.40413225672
6.455733764559679,5356.72110841451,93.2681820600071,19870.406128670566,122.8358283835862,13011.054857887302,2895.578937997209,26422.80488453242,52135.32669459194,81453.71051712157
92.76065796235635,16342.452018506438,19.294977013814464,6282.156653106521,30.22006752820381,9912.840301093212,26123.283208258556,7303.93560536845,23041.06963926411,56468.288452891116
191.46767023128504,19485.615180307956,84.44416463189124,20687.23759848372,145.15550452806713,19616.429787783807,46450.93163386553,27336.99856207455,80302.71185443935,154090.64205037942
108.80346519001189,26215.157123427824,8.090030619464205,15102.46884164146,87.47546594499553,3204.098365436283,61065.86366240964,13137.131220080952,10439.988440920713,84642.9833234113
18.09910212589534,3469.8815534765613,2.1006137405503056,27864.62135940571,136.72386349318677,18682.355865761205,2466.480202384619,29718.340774114986,64539.4833757464,96724.304352246
34.143307196493744,18104.291075564037,55.920427487282964,27200.524106174715,115.62697837919902,2183.4594606889777,12523.042264084237,35168.94377590353,8954.894669490206,56646.88070947797
188.43445169515073,29737.516823914462,48.62105985094929,9968.371938791874,163.79289697263454,2134.0095570884423,71511.72808211873,12006.67918796355,9092.401771668834,92610.80904175111
62.69158255429967,25371.378567491425,187.43995623294975,14085.874267163079,43.90827353134963,16390.510627918586,33415.843745578066,56922.8007303691,38597.89641276483,128936.54088871198
67.39535447899361,15137.030018618629,195.98965260528269,9113.937321828473,195.07292753111946,27228.02646526782,22132.635543895856,31902.490422639177,171611.31026092372,225646.43622745876
18.84616081417154,2440.091023092471,127.76815949550316,22605.752152451823,139.60766533408594,25912.75702923229,2402.633135585553,62890.04444341244,139524.53099756115,204817.20857655915
81.62769908492488,18415.66209189804,135.3742654907622,29857.2854795488,1.6318820984775328,15347.800659238887,24025.338100719382,83626.10885226629,34919.982883047254,142571.4298360329
180.78203669634124,19349.205413829026,182.33564732436324,17799.766976573617,188.46956992755085,7023.935770998588,46480.36613379118,52396.69181718614,29244.633325124363,128121.69127610169
21.27513723582024,19132.103106888437,22.35048551953529,5655.84857843964,40.54387351874389,2559.5364912593423,13662.279476310407,6822.191553140864,7244.847091982902,27729.31812143417
195.41369596746011,901.8163483284003,12.478798420288584,4450.891400524807,191.76194634380397,20848.101815838403,2479.9193772806084,5018.515865193917,158546.7795956035,166045.214838078
163.81420210787655,27787.574527501478,185.29637442594205,23244.856657552366,35.1244348147834,2097.7521919917685,71202.11548619356,88536.20281681104,6403.32469955968,166141.6430025643
104.06092124545417,27994.457513370024,118.79354213953776,22951.300060636702,175.4669950598057,20707.33874470707,62776.64802839706,44236.40497614871,156714.82165173264,263727.8746562784
13.365651062336159,8931.473098090226,113.25508257777297,28543.91177249618,172.38232002612145,7254.309297812089,5388.156194915356,51091.4211497862,29819.26343700463,86298.84078170618
103.06217620581977,28512.290126193697,197.50673358422824,14883.779784117258,11.558342365237028,12377.020520465056,62996.99388105051,39736.38551147486,31564.20606458657,134297.58545711194
149.4910796537574,10563.637607248449,104.66597910904234,16509.254282076457,173.16952996319014,2717.05462532153,18983.70733446781,24251.485604348698,11948.550470050563,55183.74340886707
103.88992366720193,16286.275486779121,182.05459325349244,22462.913528558907,136.85078417481853,14647.572605799345,41880.898602619105,50995.984618869436,56177.15742064352,149054.04064213205
49.765973382406514,25310.031024587082,196.48872194743313,14509.610957116962,146.24746598490896,7071.994484061877,18533.588529347424,38923.848987082034,28806.1995197347,86263.63703616416
91.72971002374086,26178.782420159656,120.09153597085933,55.04139769795358,151.03238370388934,22050.593559753783,37165.92202298902,109.58261481731905,161305.1962902323,198580.70092803863
86.00486151045408,24843.970102190317,62.05377582095728,10099.988191149563,183.86781868806958,1440.9802023831287,34169.503783064836,62744.85648619356,7729.540981112544,104643.90125037094
30.920734150113383,10289.413297059109,48.516077411987915,18381.643747216334,5.483406571852489,23431.958057495478,6693.887885570959,19162.08061339044,83810.60794264954,109666.57644161095
122.54656992428723,28814.969084585453,18.07049104690266,1640.9263201330882,56.95412955768815,8298.586711296724,64918.94279737931,1997.0621858542693,19311.681684244464,86227.68666747805
17.076135700135907,17792.167022451853,114.73157554077054,17339.37017355771,44.410081523470055,24716.095602496996,14717.628458793355,24425.714375842574,90851.89256437197,129995.2353990079
176.86862099891533,24516.659119225074,79.48813370814901,26935.16539625837,196.81992306328263,16890.578971028903,61854.28697201101,50925.15115573195,74045.72098530219,186825.15911304514
99.94021594629953,22815.970325205122,182.69819529685302,8498.145966888273,177.0665184956012,17395.752454869056,26515.54694395473,33678.38106609904,75228.54637503235,135422.47438508613
185.31526623881,3886.8531780362014,89.69268125020102,5482.03637148864,196.31954085640052,9143.401908155065,7947.775656557048,11308.885341524392,38927.3512167495,58184.01221483094
31.042924264534655,20185.175386510055,19.882289159394407,20280.059375539855,77.31082091857427,19724.385049986475,14330.720207639679,15859.41094758156,60653.13535690112,90843.26651212235
2.551747517176639,14715.79818956979,181.36771984180064,953.9115751446836,160.15587631486602,24399.30889974328,10439.249122721545,4966.842786619352,166788.63483991483,182194.72674925573
60.00498412819404,16070.028183537093,179.35019204966915,16608.384063731177,148.00278660753133,21316.741683114364,23499.113421292706,47288.1780157527,158777.78880874798,229565.0802457934
21.477127403635986,7963.860498268149,40.78360262926341,2810.497257073774,106.11625743767286,6333.072555677958,5438.498508775384,4612.022545939311,20621.91376333191,30672.434818046608
145.0503650130558,3533.442881611445,100.03240970985236,10256.013014746999,27.410934596917812,15711.763790784751,7347.93852417462,16293.622975386668,37370.49486425859,61012.05636381988
94.51751084909887,5321.2960150642875,157.53038980306746,26140.28217134708,171.60923608497384,13158.20633322388,6103.695117836685,85007.77458119194,63847.091699741046,154958.56139876967
91.27103968767226,6642.276548997656,161.77009136846513,28434.808550170674,127.77657301714436,10780.874723122533,8049.112959857432,88770.27030327666,43875.005517844154,140694.38878097825
165.95288033292138,22917.115373818688,42.04571016138387,29318.345059495547,171.04410965494324,17288.913874167138,49073.84011402842,33447.62011836373,74781.59104728304,157303.05127967522
32.89998697702057,27130.685195954004,142.18871424971286,10748.735153915315,130.6875319923654,20563.991153556708,20287.13295336086,27237.53174635457,127328.5158386855,174853.18053840095
93.40307989750454,4717.965357531993,70.40447148014879,7723.601861907078,196.90122954115654,6061.093959299436,5052.040901663499,20702.471803939716,24818.026653528384,50572.539359131595
110.05978954634155,10651.758346312938,107.27388178449327,25794.382138049,31.694357577988796,21017.961071401263,17671.746125608926,49193.615772495825,84637.4563704951,151502.81826859986
