Fir1,Fir2,Fir3,Cir1,Cir2,Cir3,total_cost
0.5389745106862742,110.10357969684736,30.008190409591194,25410.595768537187,28474.778467828837,14735.450726678893,5304.326784282062
148.34428267512445,53.6040844615703,160.7531392877238,6130.920551411969,12019.387435714107,799.3356940712259,71.97970530649287
147.15441744888344,169.55691822641333,137.1541528086069,25365.486561439368,29280.87115045791,19465.521700249414,6726.632398749295
40.22248714073085,119.42163687288077,185.09399726106452,12623.800953193271,13831.716172840417,7744.724782599011,107.97805300213051
109.37943387379579,127.7882038711407,4.147337477941959,562.7536768528918,7326.47164692651,29592.864237261343,40.93568205066369
15.502097277374105,15.437534781286622,60.36863222306958,26033.2936197491,27409.87599591585,27422.09608377334,3939.95871445958
158.1735495198013,114.59922931270448,12.52824129459158,972.9263960159751,21084.35448875731,27864.40284909854,590.6854564773619
71.39826682975723,155.8940659871661,105.92130331687872,23574.493226533294,23487.124878728693,11430.655088078776,1287.8130146298322
163.17050412344315,0.6184201106293141,41.38081571279009,21455.340891821717,19377.353214278628,17361.869038465622,431.3277480794413
85.91436590230357,65.7971917825541,196.90317209762952,23498.018422844416,24832.91118409524,18231.670357207207,1867.7869698243298
48.25317284726054,13.4479098397297,134.03006358434462,12207.947590195521,22522.440594479656,23867.44817727605,907.4868993426237
158.81061447722072,158.64819098989005,123.9033836362551,22648.5587905967,23807.054829368135,24323.830936766317,1396.589427433076
1.721183694292261,12.827929709053087,19.421938710498353,19575.96176171957,19661.213892374424,21547.78129089701,432.06286131346997
68.56851168696798,60.99599714115569,35.497170072305686,22689.658441304953,17491.483408912874,23231.7011330872,309.9998979339026
45.44707795849903,139.24789225810534,131.97088819421023,28631.24758524556,4853.846407467449,7760.329719448276,339.2842844559872
196.83821051331512,40.47871549918982,4.200755037020976,9674.852362897074,112.1434065639082,12806.918604519109,24.291978129877528
37.58320704348599,95.51581644642341,198.5803885343542,3117.949449241201,6776.093924889636,22844.8222219496,49.9966139729023
16.765458939172895,192.6304444654267,197.74880171857484,28292.278161526578,13106.383798439125,27659.446402035242,383.4164644534061
141.3804611794355,175.21903803283254,171.52970401515714,12307.79875403266,11014.121371210967,20884.500892710148,78.98828564887086
10.370082811004245,79.41926555175488,111.04321476529348,13937.758942354789,25587.616618550288,23191.53369353949,2204.8257845476855
198.12576650124737,113.87951834304229,101.80066276790578,13357.416891955132,7450.107932626688,9460.770454151982,53.275600093911095
169.46090803771995,142.49409303253537,78.06004650829794,2892.2726388721367,18479.50536541422,22263.562194686103,290.85820561681766
94.19748507152799,149.43918745111884,53.83917983262509,19842.80781263534,9475.609551398005,13216.205265037468,93.63311538447938
184.5270808951459,159.76691754921725,80.57248439419631,13743.287935645081,16067.564108833814,5364.246721240949,166.07264133812552
99.1328645555129,47.93280716940514,197.36067243269207,8119.5500259976725,2148.7802505434684,17558.51199065966,45.05429009407895
96.73065099084135,119.35400322095302,24.181073662152453,21864.491644309717,12416.49765395913,7323.550991647847,138.41291750603665
17.157929276437557,90.78039831941614,182.69817259753856,20084.292233386135,5423.823721466372,27227.011428236987,104.17131906207652
159.5560554407055,14.499253524295085,195.56818062843777,5408.227288263441,17900.896568679666,2885.764409696583,252.21968839322358
120.47159673430944,81.43792440795816,108.47773165051493,27896.74677479976,2036.418626872769,140.4481067921737,293.6058253151446
49.39510220186734,49.14255029866512,143.07814055284646,11223.59075989761,26323.948074854165,12772.54912467602,2729.310006891293
